epoch	accuracy	loss	lr	val_accuracy	val_loss
26	0.7971044778823853	0.46476465463638306	1e-05	0.7654163837432861	0.489225298166275
27	0.8005416393280029	0.4606003761291504	1e-05	0.7717736959457397	0.4864412248134613
28	0.8078325390815735	0.45641085505485535	1e-05	0.7711379528045654	0.4848162531852722
29	0.8091865181922913	0.45352503657341003	1e-05	0.7717736959457397	0.48341578245162964
30	0.8150192499160767	0.44541120529174805	1e-05	0.7711379528045654	0.48205292224884033
31	0.8134569525718689	0.4439965784549713	1e-05	0.7755880355834961	0.48002660274505615
32	0.8186647295951843	0.4402315616607666	1e-05	0.7743166089057922	0.4785367250442505
33	0.8207478523254395	0.43559685349464417	1e-05	0.7755880355834961	0.47729143500328064
34	0.8217893838882446	0.4306516945362091	1e-05	0.7781309485435486	0.475687712430954
35	0.82720547914505	0.42472517490386963	1e-05	0.7781309485435486	0.4736543893814087
36	0.8265805840492249	0.4219559133052826	1e-05	0.7800381183624268	0.47096049785614014
37	0.8327257633209229	0.41689714789390564	1e-05	0.7774952054023743	0.4708760976791382
38	0.8329340815544128	0.4120897948741913	1e-05	0.7825810313224792	0.4669838547706604
39	0.8349130153656006	0.4066861569881439	1e-05	0.7819453477859497	0.4659087061882019
40	0.8392875790596008	0.4002702236175537	1e-05	0.7825810313224792	0.46490272879600525
41	0.8390792608261108	0.39764317870140076	1e-05	0.7851239442825317	0.46151724457740784
42	0.841579020023346	0.3934081494808197	1e-05	0.7851239442825317	0.4616067111492157
43	0.8444953560829163	0.3838988244533539	1e-05	0.7870311737060547	0.4578734040260315
44	0.8462660312652588	0.382219135761261	1e-05	0.7844882607460022	0.4573517143726349
45	0.8513696193695068	0.37468212842941284	1e-05	0.7832167744636536	0.45648130774497986
46	0.8519945740699768	0.37095949053764343	1e-05	0.7863954305648804	0.45419588685035706
47	0.8511613607406616	0.36682337522506714	1e-05	0.7876668572425842	0.452497661113739
48	0.8597021102905273	0.3592693507671356	1e-05	0.7895740866661072	0.4493247866630554
49	0.8592854738235474	0.3534826934337616	1e-05	0.7895740866661072	0.44752514362335205
50	0.8624101877212524	0.3482309579849243	1e-05	0.7889383435249329	0.44543132185935974
51	0.8658472895622253	0.34399014711380005	1e-05	0.790845513343811	0.44358861446380615
52	0.8702218532562256	0.33989885449409485	1e-05	0.7927526831626892	0.44232049584388733
53	0.8737631440162659	0.3362361490726471	1e-05	0.7889383435249329	0.44012683629989624
54	0.8718883395195007	0.3307856023311615	1e-05	0.790845513343811	0.44030672311782837
55	0.875637948513031	0.3253096044063568	1e-05	0.7921169996261597	0.4389890432357788
56	0.876679539680481	0.3249169588088989	1e-05	0.7902097702026367	0.4392073452472687
57	0.8797000050544739	0.3184804320335388	1e-05	0.7914812564849854	0.4395405352115631
58	0.8792834281921387	0.31491875648498535	1e-05	0.7902097702026367	0.4364021122455597
59	0.8829288482666016	0.3104841411113739	1e-05	0.7883026003837585	0.4355084300041199
60	0.8850119709968567	0.30572324991226196	1e-05	0.7895740866661072	0.4346063733100891
61	0.8878241777420044	0.29967185854911804	1e-05	0.7883026003837585	0.4331708550453186
62	0.8907405734062195	0.2920575737953186	1e-05	0.7914812564849854	0.43146881461143494
63	0.8904280662536621	0.2930529713630676	1e-05	0.7895740866661072	0.43200919032096863
64	0.8929278254508972	0.2901473343372345	1e-05	0.7895740866661072	0.43045851588249207
65	0.8935527801513672	0.2825565040111542	1e-05	0.7927526831626892	0.4319359064102173
66	0.8981356024742126	0.27745410799980164	1e-05	0.7870311737060547	0.4267701506614685
67	0.8984480500221252	0.2738629877567291	1e-05	0.7883026003837585	0.4283537268638611
68	0.8988646864891052	0.27001485228538513	1e-05	0.7889383435249329	0.428347647190094
69	0.9025101661682129	0.2683049738407135	1e-05	0.7883026003837585	0.4273212254047394
70	0.9083428978919983	0.2596096992492676	1e-05	0.7921169996261597	0.4291677176952362
71	0.9080303907394409	0.2584158778190613	1e-05	0.7927526831626892	0.4238393008708954
72	0.9076138138771057	0.25499361753463745	1e-05	0.7921169996261597	0.42605751752853394
73	0.9128215909004211	0.24987582862377167	1e-05	0.7927526831626892	0.4241575002670288
74	0.9117799997329712	0.24613140523433685	1e-05	0.7940241694450378	0.42645689845085144
75	0.9137589931488037	0.243211030960083	1e-05	0.7946599125862122	0.42369723320007324
76	0.916883647441864	0.2365155667066574	1e-05	0.7946599125862122	0.4236343204975128
77	0.9184460043907166	0.23009805381298065	1e-05	0.7972028255462646	0.4271203875541687
78	0.9158421158790588	0.2289113998413086	1e-05	0.7978385090827942	0.42611023783683777
79	0.9208415746688843	0.2241491675376892	1e-05	0.7965670824050903	0.4289854168891907
80	0.9231330156326294	0.21960587799549103	1e-05	0.801017165184021	0.42079412937164307
81	0.9228205680847168	0.21683359146118164	1e-05	0.7978385090827942	0.427567720413208
82	0.9275075793266296	0.20949630439281464	1e-05	0.7972028255462646	0.42741599678993225
83	0.9262576699256897	0.20895253121852875	1e-05	0.7991099953651428	0.426136314868927
84	0.9313613176345825	0.2032126933336258	1e-05	0.8029243350028992	0.4238424003124237
85	0.9310488700866699	0.20378001034259796	1e-05	0.8035600781440735	0.4244491755962372
86	0.9315696358680725	0.19672133028507233	1e-05	0.8022885918617249	0.42498594522476196
87	0.9360483288764954	0.1927163153886795	1e-05	0.8022885918617249	0.4263294041156769
88	0.9372981786727905	0.19006015360355377	1e-05	0.8035600781440735	0.42610064148902893
89	0.9405270218849182	0.18579880893230438	1e-05	0.8016529083251953	0.4277833104133606
90	0.9384438991546631	0.1840936839580536	1e-05	0.8016529083251953	0.4287313222885132
91	0.9413602948188782	0.1786748468875885	1e-05	0.8016529083251953	0.4300808012485504
92	0.9416727423667908	0.17530277371406555	1e-05	0.8035600781440735	0.4279879331588745
93	0.9415686130523682	0.17532013356685638	1e-05	0.7997457385063171	0.43295615911483765
94	0.9438599944114685	0.17267414927482605	1e-05	0.8016529083251953	0.4320639967918396
95	0.9455264806747437	0.16915470361709595	1e-05	0.8016529083251953	0.4328462481498718
96	0.946255624294281	0.16639620065689087	1e-05	0.8016529083251953	0.43396034836769104
97	0.9475054740905762	0.1602049171924591	1e-05	0.8016529083251953	0.43395358324050903
98	0.951359212398529	0.15834864974021912	1e-05	0.8016529083251953	0.4407302737236023
99	0.9491719603538513	0.15593571960926056	1e-05	0.8016529083251953	0.4383978247642517
100	0.951775848865509	0.15117652714252472	1e-05	0.8003814220428467	0.4378267824649811
101	0.9539631009101868	0.14768807590007782	1e-05	0.8022885918617249	0.43786200881004333
102	0.9534423351287842	0.14798703789710999	1e-05	0.8003814220428467	0.44387853145599365
103	0.9557337760925293	0.1423693299293518	1e-05	0.8003814220428467	0.4456603229045868
104	0.9552130103111267	0.14084413647651672	1e-05	0.8035600781440735	0.4408426582813263
105	0.9567753076553345	0.13620531558990479	1e-05	0.8029243350028992	0.44317322969436646
106	0.9586501121520996	0.133412703871727	1e-05	0.8035600781440735	0.444133460521698
107	0.9597958326339722	0.12938956916332245	1e-05	0.8048315048217773	0.4490066468715668
108	0.9613581895828247	0.12589649856090546	1e-05	0.8041958212852478	0.44532984495162964
109	0.9635454416275024	0.12588290870189667	1e-05	0.8054672479629517	0.44927307963371277
110	0.964482843875885	0.12282747775316238	1e-05	0.8073744177818298	0.45312294363975525
111	0.9650036692619324	0.1203012689948082	1e-05	0.8067387342453003	0.45416077971458435
112	0.9663576483726501	0.11825312674045563	1e-05	0.8086459040641785	0.4542914628982544
113	0.9650036692619324	0.11793749034404755	1e-05	0.8073744177818298	0.45513877272605896
114	0.9663576483726501	0.11273013800382614	1e-05	0.806102991104126	0.4561232924461365
115	0.9666701555252075	0.11115584522485733	1e-05	0.8080101609230042	0.46107354760169983
116	0.9666701555252075	0.1121407002210617	1e-05	0.8080101609230042	0.460925430059433
117	0.9673992395401001	0.10721281170845032	1e-05	0.8054672479629517	0.45979687571525574
118	0.9696906805038452	0.10683304816484451	1e-05	0.8073744177818298	0.4683414697647095
119	0.9698989391326904	0.10402298718690872	1e-05	0.8080101609230042	0.467049777507782
120	0.9703155755996704	0.10061822086572647	1e-05	0.8080101609230042	0.468631386756897
121	0.9703155755996704	0.10106674581766129	1e-05	0.8080101609230042	0.4694468379020691
122	0.9748984575271606	0.09374205768108368	1e-05	0.8054672479629517	0.46754810214042664
123	0.9741693735122681	0.09371456503868103	1e-05	0.8067387342453003	0.47028666734695435
124	0.974586009979248	0.09245824813842773	1e-05	0.8073744177818298	0.47348752617836
125	0.9731277823448181	0.09085256606340408	1e-05	0.8092816472053528	0.4779187738895416
126	0.9765649437904358	0.08608943969011307	1e-05	0.811188817024231	0.4823389947414398
127	0.9782314300537109	0.08377150446176529	1e-05	0.8118245601654053	0.4830254018306732
128	0.977814793586731	0.08332765102386475	1e-05	0.8099173307418823	0.48913031816482544
129	0.9784397482872009	0.08186250925064087	1e-05	0.8099173307418823	0.487613320350647
130	0.9783356189727783	0.07765626907348633	1e-05	0.8092816472053528	0.4906753599643707
131	0.9793771505355835	0.07902304083108902	1e-05	0.8067387342453003	0.4876041114330292
132	0.9800021052360535	0.07559552788734436	1e-05	0.8073744177818298	0.4923960864543915
133	0.9814602732658386	0.07260244339704514	1e-05	0.8080101609230042	0.4978580176830292
134	0.9802104234695435	0.0717376247048378	1e-05	0.8080101609230042	0.4995349943637848
135	0.9817727208137512	0.0713382363319397	1e-05	0.8080101609230042	0.5009804964065552
136	0.9831267595291138	0.0700611099600792	1e-05	0.8067387342453003	0.5062217712402344
137	0.9838558435440063	0.06693854182958603	1e-05	0.8073744177818298	0.5077217817306519
138	0.9814602732658386	0.06846415996551514	1e-05	0.8067387342453003	0.5089241862297058
139	0.9823976755142212	0.06485810875892639	1e-05	0.8073744177818298	0.5163701176643372
140	0.9836475253105164	0.06384619325399399	1e-05	0.8067387342453003	0.5192532539367676
141	0.9836475253105164	0.06276704370975494	1e-05	0.8073744177818298	0.5198363661766052
142	0.9861472845077515	0.05894840508699417	1e-05	0.8073744177818298	0.5248091816902161
143	0.987293004989624	0.05637412518262863	1e-05	0.8067387342453003	0.5266808867454529
144	0.986668050289154	0.05678621679544449	1e-05	0.8073744177818298	0.5321410298347473
145	0.9853140115737915	0.057087961584329605	1e-05	0.8029243350028992	0.5306980609893799
146	0.9884387254714966	0.05122857913374901	1e-05	0.8022885918617249	0.5346493721008301
147	0.9887511730194092	0.051031529903411865	1e-05	0.8067387342453003	0.5430504083633423
148	0.9886470437049866	0.04929064214229584	1e-05	0.8067387342453003	0.5467615723609924
149	0.9889594912528992	0.04832647740840912	1e-05	0.8073744177818298	0.550646960735321
150	0.9898968935012817	0.046830303966999054	1e-05	0.8054672479629517	0.5496726036071777
151	0.9910426139831543	0.04476886987686157	1e-05	0.8016529083251953	0.5503688454627991
152	0.9909384250640869	0.0436483770608902	1e-05	0.801017165184021	0.553708553314209
153	0.9900010228157043	0.043286729604005814	1e-05	0.806102991104126	0.5656861662864685
154	0.9896885752677917	0.044986940920352936	1e-05	0.806102991104126	0.564602792263031
155	0.9898968935012817	0.04362976551055908	1e-05	0.801017165184021	0.5648961067199707
156	0.9902093410491943	0.041275154799222946	1e-05	0.806102991104126	0.5716492533683777
157	0.9909384250640869	0.039323851466178894	1e-05	0.8035600781440735	0.5700432658195496
158	0.9925007820129395	0.03769414871931076	1e-05	0.8016529083251953	0.5711000561714172
159	0.9916675090789795	0.03806833550333977	1e-05	0.8029243350028992	0.5752798914909363
160	0.9926049113273621	0.037687238305807114	1e-05	0.806102991104126	0.5809146761894226
161	0.9927091002464294	0.0365837998688221	1e-05	0.8041958212852478	0.5884519815444946
162	0.9917716979980469	0.035712942481040955	1e-05	0.8041958212852478	0.5837087035179138
163	0.993021547794342	0.0344027504324913	1e-05	0.8054672479629517	0.5919133424758911
164	0.9937506318092346	0.03218534216284752	1e-05	0.8067387342453003	0.5922974944114685
165	0.9933340549468994	0.03167133033275604	1e-05	0.8067387342453003	0.5988273620605469
166	0.9937506318092346	0.03185862675309181	1e-05	0.8054672479629517	0.5975804328918457
167	0.9944797158241272	0.030348001047968864	1e-05	0.8067387342453003	0.6079877018928528
168	0.9943755865097046	0.029986631125211716	1e-05	0.8003814220428467	0.604974091053009
169	0.9946880340576172	0.02855312079191208	1e-05	0.8054672479629517	0.6145764589309692
170	0.9935423135757446	0.027834726497530937	1e-05	0.8035600781440735	0.6133865118026733
171	0.9946880340576172	0.026814376935362816	1e-05	0.8048315048217773	0.6233149170875549
172	0.9943755865097046	0.025196978822350502	1e-05	0.8048315048217773	0.6299303770065308
173	0.994271457195282	0.027004960924386978	1e-05	0.8048315048217773	0.626903235912323
174	0.9948963522911072	0.02623450942337513	1e-05	0.806102991104126	0.6405891180038452
175	0.992813229560852	0.027174267917871475	1e-05	0.8041958212852478	0.6400513648986816
176	0.9948963522911072	0.02480851113796234	1e-05	0.8048315048217773	0.6388035416603088
177	0.9965628385543823	0.023069314658641815	1e-05	0.8041958212852478	0.6414554715156555
178	0.9959379434585571	0.022592591121792793	1e-05	0.8029243350028992	0.6423625946044922
179	0.9954171180725098	0.02231806144118309	1e-05	0.8022885918617249	0.6482406854629517
180	0.9964587092399597	0.02126203291118145	1e-05	0.8029243350028992	0.6565009951591492
181	0.9955213069915771	0.021289510652422905	1e-05	0.8029243350028992	0.6550514101982117
182	0.9962503910064697	0.018919687718153	1e-05	0.8035600781440735	0.6597346067428589
183	0.9955213069915771	0.020727863535284996	1e-05	0.8035600781440735	0.6610522866249084
184	0.9963545203208923	0.0197184756398201	1e-05	0.806102991104126	0.6724775433540344
185	0.9968753457069397	0.01831759139895439	1e-05	0.8029243350028992	0.6729126572608948
186	0.9971877932548523	0.017748849466443062	1e-05	0.8048315048217773	0.675811231136322
187	0.9971877932548523	0.017624128609895706	1e-05	0.8041958212852478	0.6835392713546753
188	0.9964587092399597	0.01745138131082058	1e-05	0.8041958212852478	0.6868374943733215
189	0.9963545203208923	0.017174502834677696	1e-05	0.8048315048217773	0.6915407180786133
190	0.9969794750213623	0.01637750305235386	1e-05	0.8003814220428467	0.686029314994812
191	0.9967711567878723	0.017310163006186485	1e-05	0.8022885918617249	0.6942406296730042
192	0.9972919225692749	0.01576174609363079	1e-05	0.8035600781440735	0.6981465816497803
193	0.9976044297218323	0.015330426394939423	1e-05	0.8035600781440735	0.710528552532196
194	0.9971877932548523	0.014701807871460915	1e-05	0.8029243350028992	0.7118661999702454
195	0.9973961114883423	0.014391854405403137	1e-05	0.8035600781440735	0.7165607810020447
196	0.9978127479553223	0.013696516864001751	1e-05	0.8029243350028992	0.7370374202728271
197	0.9975002408027649	0.013350116088986397	1e-05	0.8029243350028992	0.7270649075508118
198	0.9981251955032349	0.01284759771078825	1e-05	0.8029243350028992	0.731971800327301
199	0.9981251955032349	0.01302493829280138	1e-05	0.8016529083251953	0.729550302028656
